Age at enrollment,avg_grade,avg_success_rate,financial_issue,Scholarship holder,Gender,Daytime/evening attendance,Curricular units 1st sem (enrolled),Curricular units 2nd sem (enrolled),Target
18,12.0,0.8333333333333334,0,0,0,1,6,6,2
18,12.233333333333334,0.9166666666666667,0,0,0,1,6,6,2
18,12.77125,1.0,0,0,0,1,8,8,2
20,11.966666666666667,0.8,0,0,0,1,5,5,1
18,13.633333333333333,0.9166666666666667,0,0,0,1,6,6,2
18,11.516666666666666,0.75,1,0,0,1,6,6,1
28,6.0,0.1,1,0,0,1,5,4,0
18,11.721428571428572,0.875,0,1,0,1,8,8,2
27,13.2625,0.5,0,0,0,1,7,7,1
26,14.275,0.8571428571428572,0,0,0,1,7,7,1
18,13.166666666666666,1.0,0,0,0,1,6,6,2
18,13.5,0.9,0,0,0,1,5,5,0
21,0.0,0.0,0,0,0,1,5,5,0
18,5.375,0.3333333333333333,0,0,0,1,6,6,1
32,0.0,0.0,1,0,0,0,5,5,0
28,12.125,0.8,0,0,0,1,5,5,2
40,0.0,0.0,1,0,0,0,4,5,0
39,0.0,0.0,1,0,0,0,5,4,0
39,0.0,0.0,1,0,0,1,6,6,0
50,12.45,0.9166666666666667,0,0,0,1,6,6,2
23,12.233333333333334,0.6666666666666667,0,0,0,1,6,6,0
48,10.5,0.16666666666666666,0,0,0,0,6,6,0
23,10.725,0.75,0,0,0,1,6,6,0
18,12.61,0.875,0,1,0,1,8,8,2
18,12.3,0.7,0,0,0,1,5,5,2
20,13.25,0.9166666666666667,1,0,0,1,6,6,2
18,12.5,0.9,0,1,0,1,5,5,2
18,6.0,0.2857142857142857,0,0,0,1,7,8,0
31,11.5,0.2,0,0,1,1,5,5,0
24,11.25,0.4,0,0,1,1,5,5,1
24,0.0,0.0,0,0,1,1,0,0,2
26,0.0,0.0,1,0,1,1,5,5,0
18,12.6875,0.75,1,0,1,1,6,6,0
19,11.666666666666666,0.6,0,1,1,1,5,5,1
22,0.0,0.0,0,0,1,1,6,6,0
18,11.69,0.875,0,0,1,1,8,8,2
20,0.0,0.0,1,0,1,1,6,6,0
25,0.0,0.0,0,0,1,1,0,0,2
24,11.392857142857142,0.9,0,0,1,0,5,5,2
27,7.0,0.1,0,0,1,1,5,5,0
21,11.7,0.8333333333333334,0,0,1,1,6,6,2
21,13.011904761904763,1.0,0,0,1,1,6,6,2
19,11.916666666666668,0.8333333333333333,0,0,1,1,6,6,0
28,14.773376623376624,1.0,0,0,1,1,7,8,2
20,11.0,0.7,0,0,1,1,5,5,1
21,12.8125,1.0,0,1,1,1,6,6,2
18,15.573015873015873,1.0,0,1,1,1,7,8,2
18,12.899999999999999,1.0,0,1,1,1,5,5,1
20,10.6,0.7,0,0,1,1,5,5,1
25,13.85,0.7,0,0,1,1,5,5,1
22,13.5625,0.6666666666666666,1,0,1,1,6,6,1
18,13.496666666666668,0.75,0,0,1,1,8,8,1
19,12.125,1.0,0,0,1,1,5,5,2
19,12.0,0.6,0,0,1,1,5,5,0
25,13.375,0.6666666666666666,1,0,1,1,6,6,0
21,12.722222222222223,0.5965909090909092,1,0,1,1,11,8,0
19,5.5,0.2,0,0,1,1,5,6,0
20,0.0,0.0,0,0,1,1,5,5,0
25,11.642857142857142,0.8333333333333333,0,0,1,1,14,9,0
20,11.5,0.6,0,0,1,1,5,5,1
18,0.0,0.0,0,0,1,1,0,0,2
23,11.083333333333332,0.5,1,0,1,1,6,6,1
23,12.5075,1.0,0,0,1,1,8,8,2
21,12.045454545454547,0.9166666666666666,0,0,1,1,12,12,2
20,11.833333333333332,0.5,0,0,1,1,5,5,1
25,10.666666666666668,0.30000000000000004,0,0,1,0,5,5,0
18,13.35,0.9166666666666667,0,0,1,1,6,6,2
22,13.895833333333332,1.0,0,0,1,1,6,6,2
27,14.357142857142858,1.0,0,0,1,1,6,6,2
25,0.0,0.0,0,0,1,1,3,3,0
18,11.5,0.6,0,0,1,1,5,5,0
20,14.399999999999999,1.0,0,0,1,1,5,5,2
27,12.25,0.8333333333333334,0,0,1,1,6,6,2
20,12.083333333333332,1.0,0,0,1,0,6,6,2
22,6.0,0.1,0,0,1,1,5,5,0
19,10.65,0.6,0,0,1,1,5,5,0
20,11.616666666666667,0.8,0,0,1,1,5,5,1
19,0.0,0.0,0,0,1,1,0,0,2
29,0.0,0.0,1,0,1,1,5,5,0
19,13.828571428571427,0.875,0,0,1,1,8,8,2
28,10.399999999999999,1.0,0,1,0,0,5,5,1
20,11.583333333333332,1.0,0,0,0,1,6,6,2
20,13.5625,0.8333333333333333,0,0,0,1,6,6,2
31,0.0,0.0,0,0,0,0,6,6,0
18,12.575892857142858,0.9375,0,0,0,1,7,8,2
19,14.05952380952381,1.0,0,0,0,1,6,6,1
18,12.4,0.8,0,0,0,1,5,5,2
19,11.7,0.8333333333333334,0,0,0,1,6,6,2
18,15.1,1.0,0,1,0,1,5,5,2
19,12.6,0.8,0,0,0,1,5,5,2
18,12.55952380952381,1.0,0,1,0,1,6,6,2
19,11.833333333333332,0.75,0,0,0,1,6,6,2
19,12.993749999999999,1.0,0,0,0,1,7,8,2
18,14.194444444444445,1.0,0,0,0,1,6,6,2
19,12.075,0.6428571428571428,0,0,0,1,7,7,1
20,12.848214285714285,1.0,0,1,0,1,6,6,2
20,13.2,0.75,0,0,0,1,6,6,1
20,13.666666666666668,0.9166666666666667,1,0,0,1,6,6,1
29,11.5,0.7897435897435897,0,0,0,0,15,13,0
20,11.0,0.5833333333333333,1,1,0,1,6,6,0
31,12.633333333333333,0.7857142857142857,1,0,0,1,7,7,0
20,13.222222222222223,1.0,0,0,0,1,6,6,2
21,11.675213675213676,1.0,0,0,0,1,18,13,2
23,0.0,0.0,0,0,0,1,6,6,0
21,12.3,0.6666666666666666,1,0,0,1,6,6,0
24,16.315079365079363,1.0,0,0,0,1,7,8,2
27,12.416666666666668,1.0,0,0,0,0,6,6,2
18,14.434027777777779,1.0,0,1,0,1,7,8,2
21,0.0,0.0,1,0,0,1,0,0,0
19,0.0,0.0,1,1,0,1,5,5,0
19,12.355714285714283,0.875,0,1,0,1,8,8,2
18,0.0,0.0,0,0,0,1,6,6,0
18,11.98,0.7142857142857143,0,1,0,1,7,7,1
20,13.214285714285715,1.0,1,1,0,1,7,7,2
24,13.583333333333332,0.9166666666666667,0,0,0,0,6,6,2
20,12.0,1.0,0,0,0,1,6,6,2
20,12.1,0.9,0,0,0,1,5,5,1
19,12.357142857142858,0.875,0,1,0,1,8,8,2
18,13.857142857142858,0.875,0,1,0,1,8,8,2
20,11.5,1.0,0,1,0,1,6,6,2
20,13.318015873015874,1.0,0,0,0,1,7,8,2
19,12.679375,0.9285714285714286,0,1,0,1,7,8,2
19,12.208333333333332,0.75,0,0,0,1,6,6,1
20,13.166666666666668,1.0,0,0,0,1,6,6,2
19,10.375,0.4,0,0,0,1,5,5,0
19,11.75,0.6666666666666666,0,0,0,1,6,6,0
18,13.73125,1.0,0,1,0,1,8,8,2
23,13.0,0.75,0,1,0,1,6,6,0
21,11.4,0.8333333333333334,0,0,0,1,6,6,0
23,11.11111111111111,0.875,0,0,0,0,9,8,2
19,13.418055555555556,1.0,0,0,0,1,7,8,2
18,13.583333333333332,1.0,0,0,0,1,6,6,2
19,11.9,0.8333333333333334,0,0,0,1,6,6,2
25,12.042857142857144,0.875,0,1,0,1,8,8,2
19,12.6,0.75,0,0,0,1,6,6,1
19,14.16875,1.0,0,1,0,1,7,8,2
24,11.35,0.9375,1,1,0,1,7,8,2
18,13.75,0.9166666666666667,0,1,0,1,6,6,2
19,12.419642857142858,1.0,0,1,0,1,6,6,2
18,12.62857142857143,0.875,0,1,0,1,8,8,2
27,11.033333333333333,0.7,0,0,0,0,5,5,1
19,11.399999999999999,0.8333333333333334,0,0,0,1,6,6,2
18,12.25,1.0,0,1,0,1,6,6,0
34,6.75,0.3333333333333333,1,0,0,1,6,6,0
18,11.333333333333332,0.5,0,0,0,1,5,5,1
18,11.416666666666668,0.5,0,0,0,1,5,5,1
18,14.26875,1.0,0,0,0,1,8,8,1
20,0.0,0.0,1,0,0,1,6,6,0
19,11.916666666666668,0.5,0,1,0,1,5,5,1
21,10.6,0.5,0,0,0,1,6,6,1
26,13.416666666666668,1.0,0,0,0,0,5,5,2
27,12.720535714285713,1.0,0,0,0,1,7,8,2
20,11.125,0.8,0,0,0,1,5,5,2
18,15.901785714285714,1.0,0,0,0,1,6,6,2
23,13.583333333333332,0.7083333333333333,1,0,0,1,12,9,1
24,12.614285714285714,0.875,0,0,0,1,8,8,2
19,11.85,0.9166666666666667,0,1,0,1,6,6,2
19,11.375,0.6666666666666666,0,0,0,1,6,6,2
19,10.7,0.6666666666666667,1,1,0,1,6,6,1
18,10.3,0.5833333333333334,1,0,0,1,6,6,1
22,11.18881118881119,0.8293269230769231,0,0,0,0,16,13,2
20,12.4,0.8333333333333334,0,0,0,1,6,6,2
25,0.0,0.0,0,0,0,1,6,6,0
21,15.666666666666668,1.0,0,0,0,1,6,6,2
19,11.754166666666666,0.7857142857142857,0,0,0,1,7,7,1
18,13.119047619047619,1.0,0,0,0,1,6,6,2
18,12.625,0.7,0,0,0,1,5,5,2
19,13.903472222222224,1.0,0,0,1,1,7,8,2
19,15.7,1.0,0,1,0,1,5,5,2
18,11.975,0.75,1,0,0,1,6,6,0
20,13.18181818181818,1.0,0,1,0,1,11,11,2
19,0.0,0.0,0,0,0,1,7,8,0
28,13.474736842105264,1.0,0,0,0,1,17,17,2
20,12.625,1.0,0,1,0,1,6,6,2
30,14.079365079365079,0.9090909090909092,0,0,0,0,11,7,0
19,12.011607142857144,1.0,0,1,0,1,7,8,2
22,12.433333333333334,0.9166666666666667,0,0,0,1,6,6,2
18,12.833333333333332,1.0,0,0,0,1,6,6,2
23,10.5,0.3333333333333333,0,0,0,1,6,6,0
18,14.5,1.0,0,0,0,1,6,6,2
18,11.916666666666668,0.75,0,0,0,1,6,6,1
50,7.5,0.08333333333333333,1,0,1,1,6,5,0
19,0.0,0.0,0,1,0,1,0,0,2
22,10.75,1.0,0,0,0,1,6,6,2
23,13.571428571428571,1.0,1,1,0,1,6,6,2
20,14.2,1.0,1,1,0,1,5,5,0
44,0.0,0.0,1,0,0,1,6,6,0
49,11.61111111111111,0.6666666666666667,0,0,1,1,12,12,2
46,12.5,0.95,0,0,1,0,10,10,2
41,11.666666666666668,1.0,1,0,1,1,3,2,0
18,12.159375,1.0,0,0,1,1,7,8,2
43,12.9,1.0,0,0,1,0,5,5,2
70,0.0,0.0,1,0,1,1,5,5,0
48,0.0,0.0,0,0,1,1,6,6,0
41,12.534412955465587,1.0,0,0,1,1,19,13,2
21,12.785714285714285,0.8333333333333333,0,0,1,1,6,6,1
35,5.625,0.21428571428571427,1,0,1,1,7,7,0
44,14.75,0.8,0,0,1,1,5,5,2
18,13.416666666666668,0.6000000000000001,1,0,1,1,5,5,0
45,13.666666666666666,1.0,0,0,1,0,6,6,2
20,10.4,0.6666666666666667,0,0,1,1,6,6,1
22,12.157142857142857,0.9166666666666667,0,0,1,1,6,6,2
39,17.166666666666664,0.4,0,0,1,1,5,5,0
20,12.6,0.6666666666666667,1,0,1,1,6,6,1
49,13.833333333333332,0.6,0,0,1,1,5,5,0
43,13.1875,1.0,0,0,1,1,4,1,0
32,0.0,0.0,0,0,1,0,5,5,0
47,13.984126984126984,1.0,0,0,1,1,9,7,2
37,13.166666666666668,0.9,0,1,1,0,5,5,0
41,12.321428571428571,1.0,0,0,1,0,10,7,2
60,14.17094017094017,1.0,0,0,1,1,18,13,2
47,15.252525252525254,1.0,0,0,1,1,11,9,2
50,0.0,0.0,1,0,1,0,6,5,0
45,0.0,0.0,0,0,1,0,5,5,0
45,0.0,0.0,1,0,1,1,5,5,0
33,12.55,0.9,0,0,1,1,5,5,2
18,13.105714285714283,0.875,0,0,1,1,8,8,2
43,13.95,1.0,0,0,1,1,5,5,2
44,11.923076923076923,1.0,0,0,1,0,13,11,2
29,0.0,0.0,0,0,1,1,5,5,0
53,7.166666666666667,0.25,1,0,1,1,6,6,0
37,16.700000000000003,1.0,0,0,1,0,5,5,1
18,13.100000000000001,0.8333333333333334,0,0,1,1,6,6,1
35,12.333333333333332,0.4666666666666667,1,0,1,1,10,9,0
23,12.5,1.0,0,0,1,1,6,6,1
22,0.0,0.0,0,0,1,1,0,0,2
33,5.5,0.08333333333333333,1,0,1,0,6,6,0
41,0.0,0.0,1,0,1,1,5,5,0
51,15.8875,1.0,0,0,1,1,7,8,2
19,14.401785714285715,1.0,0,0,1,1,6,7,2
35,0.0,0.0,0,0,1,0,5,5,0
20,0.0,0.0,0,0,1,1,0,0,2
18,12.475,0.75,0,0,1,1,6,6,1
18,12.083333333333332,0.6666666666666667,1,1,1,1,6,6,0
21,11.904761904761905,0.8333333333333334,0,0,1,1,6,6,2
21,11.8,0.9166666666666667,0,0,1,1,6,6,2
34,12.208333333333332,0.7,0,0,1,1,5,5,2
34,0.0,0.0,0,0,1,1,6,6,0
21,11.9375,0.9166666666666667,0,0,1,1,6,6,2
32,11.80952380952381,0.7467532467532467,0,0,1,1,11,7,1
30,10.666666666666668,0.41666666666666663,0,0,1,1,6,6,0
19,11.59090909090909,0.9128787878787878,1,0,1,1,12,11,1
20,13.416666666666668,0.8452380952380952,0,0,1,1,7,6,0
18,0.0,0.0,0,0,1,1,6,6,0
19,13.464285714285715,1.0,0,0,1,1,6,6,2
18,13.3,0.7857142857142857,0,0,1,1,7,7,0
27,10.916666666666668,0.7,0,0,1,0,5,5,0
52,14.0,0.9166666666666667,0,0,1,1,6,6,2
29,0.0,0.0,1,0,1,1,6,6,0
22,11.166666666666668,0.41666666666666663,1,0,1,1,6,6,0
28,11.964285714285715,0.9615384615384616,0,0,1,1,18,13,2
30,0.0,0.0,0,0,1,1,5,5,0
18,13.707936507936509,1.0,0,0,0,1,7,8,2
21,12.541666666666668,0.7,0,0,0,1,5,5,2
20,14.0,1.0,1,1,0,1,6,6,2
21,13.105,1.0,0,1,0,1,8,8,2
32,0.0,0.0,1,0,0,0,5,5,0
20,13.833333333333332,1.0,0,1,1,1,6,6,2
19,0.0,0.0,1,0,1,1,0,0,0
18,11.791666666666668,0.5833333333333333,1,0,1,1,6,6,0
23,11.181818181818182,0.7928571428571429,1,0,1,0,15,14,0
20,12.666666666666668,0.8333333333333333,0,0,1,1,6,6,2
46,11.5875,0.9444444444444444,0,0,0,1,9,5,2
27,12.3034188034188,1.0,0,0,1,1,18,12,2
20,0.0,0.0,0,0,1,1,0,0,1
41,12.0,0.9285714285714286,0,0,1,0,9,7,2
40,10.5,0.2,1,0,1,1,5,5,1
37,13.5625,0.9545454545454546,0,0,1,0,16,11,2
20,10.7,1.0,0,0,1,1,5,5,1
20,12.2,0.8,0,0,0,1,5,5,1
26,12.452380952380953,1.0,0,0,0,0,9,7,2
54,14.095238095238095,1.0,0,0,1,0,9,7,2
21,14.583333333333332,1.0,0,0,1,1,6,6,2
20,15.142857142857142,1.0,0,1,0,1,6,6,2
18,0.0,0.0,0,0,0,1,6,6,0
19,13.352936507936509,0.8660714285714286,0,0,0,1,7,8,1
18,12.25,1.0,0,0,0,1,6,6,2
19,12.0,0.6666666666666666,0,0,0,1,6,6,1
22,12.0,0.75,1,0,0,1,6,6,0
19,15.3125,1.0,0,0,0,1,6,6,2
21,13.2875,0.7424242424242424,0,0,0,1,12,11,0
20,13.083333333333334,0.8571428571428571,0,0,0,1,7,7,1
18,13.166666666666668,1.0,0,1,0,1,6,6,2
18,15.25,1.0,0,1,0,1,6,6,2
20,11.083333333333332,0.5,1,0,0,1,6,6,0
18,14.650875,1.0,0,1,0,1,7,8,2
18,13.345,0.75,0,0,0,1,8,8,1
20,12.566666666666666,0.9166666666666667,0,1,0,1,6,6,2
19,11.488095238095237,1.0,0,0,0,1,6,6,2
18,13.833333333333332,0.9166666666666667,0,0,0,1,6,6,2
18,14.537142857142856,0.875,0,0,0,1,8,8,2
18,14.2,1.0,1,1,0,1,5,5,0
20,0.0,0.0,0,1,0,1,0,0,2
19,13.5,1.0,0,1,0,1,6,6,2
36,5.75,0.16666666666666666,1,0,1,1,6,7,0
19,11.880952380952381,1.0,0,1,0,1,6,6,2
18,12.8,0.9166666666666667,0,0,0,1,6,6,2
18,12.666666666666666,1.0,0,1,0,1,6,6,2
18,14.5,1.0,0,1,0,1,6,6,2
19,13.11111111111111,1.0,0,0,0,1,7,9,2
18,13.018571428571427,1.0,0,0,0,1,7,8,2
19,13.5,1.0,0,1,0,1,6,6,2
18,12.458333333333332,0.8333333333333333,0,0,0,1,6,6,1
22,11.5,0.8333333333333333,1,1,0,1,6,6,1
18,0.0,0.0,1,0,0,1,6,6,0
19,12.899999999999999,1.0,0,0,0,1,5,5,2
18,14.75,1.0,0,0,0,1,6,6,2
19,14.071428571428573,1.0,0,0,0,1,7,7,2
20,10.75,0.5,1,0,0,1,5,5,1
18,12.583333333333332,1.0,0,1,0,1,6,6,2
23,13.5,0.8333333333333333,1,0,0,1,6,6,1
20,0.0,0.0,0,0,0,1,4,6,0
20,11.333333333333332,1.0,0,0,0,1,6,6,1
22,0.0,0.0,1,1,0,1,6,6,0
18,12.904761904761905,0.9285714285714286,0,1,0,1,7,7,2
18,13.886746031746032,1.0,0,1,0,1,7,8,2
18,14.29722222222222,1.0,0,0,0,1,7,8,2
18,15.357142857142858,1.0,0,0,0,1,7,7,2
21,12.733333333333334,0.8,0,0,0,1,5,5,1
20,12.0,1.0,0,0,0,1,6,6,1
18,13.666666666666668,1.0,0,0,0,1,6,6,2
20,13.31357142857143,0.9375,1,1,0,1,7,8,1
25,12.833333333333334,1.0,0,0,0,0,6,6,2
18,11.8,0.9,0,1,0,1,5,5,2
19,0.0,0.0,0,0,0,1,0,0,2
20,13.957142857142856,0.8571428571428571,0,0,0,1,7,7,1
20,12.928571428571429,1.0,0,1,0,1,6,6,2
21,12.0,1.0,0,1,0,1,6,6,2
18,14.0,0.9166666666666667,0,0,0,1,6,6,2
18,12.369047619047619,0.9285714285714286,0,0,0,1,7,7,0
18,15.583333333333334,1.0,0,1,0,1,6,6,2
18,14.25,1.0,0,0,0,1,8,8,2
19,0.0,0.0,0,0,0,1,6,6,0
20,11.333333333333332,1.0,0,0,0,1,6,6,0
47,0.0,0.0,0,0,0,1,6,5,0
21,12.85,0.7,1,0,0,1,5,5,1
31,11.0,0.25,0,0,1,1,6,6,0
46,0.0,0.0,0,0,1,1,5,5,0
18,11.5,0.6000000000000001,0,0,1,1,5,5,1
19,12.041666666666668,0.7,0,0,1,1,5,5,0
23,12.957142857142856,0.5,0,0,1,1,7,7,1
22,0.0,0.0,1,0,1,1,5,5,0
19,13.100000000000001,1.0,0,0,1,1,5,5,2
19,0.0,0.0,1,0,0,1,5,5,0
22,12.75,0.8,1,0,1,1,5,5,1
29,0.0,0.0,1,0,1,1,5,5,0
18,14.016666666666666,0.8571428571428571,0,0,0,1,7,7,2
18,11.100000000000001,0.8333333333333334,0,0,0,1,6,6,2
23,0.0,0.0,1,1,0,1,0,0,0
34,11.2,1.0,0,0,0,0,5,5,2
19,10.458333333333332,0.7,0,0,0,1,5,5,2
18,13.482142857142858,0.9,0,0,0,1,5,5,1
20,14.010267857142857,1.0,0,1,0,1,7,8,2
19,13.292430555555557,0.9375,0,0,0,1,7,8,2
22,11.925,0.75,0,0,0,1,6,6,1
23,14.011904761904763,1.0,0,1,0,1,6,6,2
34,13.842857142857143,0.875,0,1,1,1,8,8,2
18,0.0,0.0,1,0,1,1,5,5,1
21,5.9,0.4166666666666667,0,0,1,1,6,6,0
22,13.25,1.0,0,0,1,1,6,6,0
28,0.0,0.0,0,0,1,1,6,6,0
23,0.0,0.0,0,0,1,1,5,5,0
20,10.375,0.5,0,0,1,1,6,6,0
18,12.925,0.8,0,0,1,1,5,5,0
28,0.0,0.0,1,0,1,1,5,5,0
21,12.071428571428571,0.5317460317460317,0,0,1,1,7,9,0
25,14.25,0.41666666666666663,1,0,1,1,6,6,0
19,13.75,1.0,1,0,1,1,6,6,0
18,14.86920634920635,1.0,0,1,1,1,7,8,2
29,0.0,0.0,0,0,1,1,3,5,0
29,0.0,0.0,0,1,1,1,5,5,0
20,13.32857142857143,0.9166666666666667,0,0,1,1,6,6,2
18,0.0,0.0,0,0,1,1,0,0,2
20,12.821428571428571,1.0,0,0,1,1,6,6,2
33,15.5,0.30000000000000004,0,0,1,1,5,5,0
30,11.522435897435898,0.8878787878787879,0,0,1,0,15,11,2
21,11.391666666666666,0.7321428571428572,0,1,1,1,7,8,1
18,14.75,0.75,1,0,1,1,6,6,2
19,13.238888888888887,1.0,0,1,1,1,7,8,2
21,11.25,0.75,0,1,1,1,6,6,0
25,5.0,0.14285714285714285,0,1,1,1,7,7,0
19,11.966666666666667,0.8,0,0,1,1,5,5,2
23,12.17142857142857,0.746031746031746,0,0,1,1,7,9,0
19,13.433333333333334,0.9166666666666667,0,1,1,1,6,6,2
19,0.0,0.0,0,0,1,1,0,0,2
31,5.5,0.08333333333333333,1,0,1,1,6,6,0
32,12.214285714285715,0.55,1,0,1,1,6,10,0
19,12.599999999999998,0.875,0,1,0,1,8,8,2
34,12.266666666666666,0.95,0,0,0,1,10,10,2
21,13.083333333333332,1.0,0,0,0,1,6,6,2
53,11.0,0.9285714285714286,0,1,0,1,7,7,2
19,14.682142857142857,1.0,0,1,0,1,7,8,2
20,12.125,0.6666666666666666,0,1,0,1,6,6,2
18,14.333333333333332,1.0,0,0,0,1,6,6,2
32,0.0,0.0,1,0,0,1,0,0,0
21,14.428571428571429,0.875,0,1,0,1,8,8,2
26,0.0,0.0,1,0,0,0,5,5,0
26,12.147435897435898,1.0,0,0,0,1,18,13,2
21,12.166666666666668,0.4,1,0,0,0,5,5,0
18,12.75,1.0,0,0,0,1,6,6,2
21,12.939393939393938,0.9583333333333333,0,1,0,1,12,12,2
21,10.916666666666668,0.8333333333333333,0,0,0,1,6,6,1
19,13.5,1.0,0,1,0,1,6,6,2
19,12.0,0.4,0,0,0,1,5,5,0
19,11.314285714285713,0.9166666666666667,0,1,0,1,6,6,2
27,12.8875,1.0,0,0,0,1,8,8,2
18,12.95,0.8571428571428571,0,1,0,1,7,7,2
20,5.0,0.1,0,0,0,1,5,5,0
19,12.822142857142858,1.0,0,1,0,1,7,8,2
20,0.0,0.0,0,0,0,1,6,6,0
19,11.357142857142858,0.9166666666666667,0,1,0,1,6,6,2
20,10.625,0.5833333333333333,0,0,0,1,6,6,1
20,0.0,0.0,0,0,0,1,0,0,0
18,13.25,1.0,0,0,0,1,6,6,2
20,13.075,0.9,0,0,0,1,5,5,2
38,10.8,0.7,1,0,0,0,5,5,0
42,11.6,0.9166666666666667,0,0,0,0,6,6,2
32,0.0,0.0,0,0,0,1,7,8,0
22,13.333333333333332,1.0,0,0,0,1,6,6,2
28,0.0,0.0,0,0,0,0,5,5,0
37,0.0,0.0,0,0,0,0,6,6,0
43,14.583333333333332,1.0,0,0,0,1,6,6,2
41,12.583333333333334,0.9166666666666667,0,1,0,0,6,6,2
29,11.075,0.75,0,1,0,0,6,6,2
35,11.166666666666668,1.0,0,1,0,0,6,6,2
18,12.0,0.6666666666666666,0,0,0,1,6,6,0
39,11.0,0.3571428571428571,1,1,0,1,7,7,0
37,10.666666666666668,0.5,0,0,0,0,5,5,1
26,13.7,0.8571428571428571,0,1,0,1,7,7,2
32,7.0,0.1,0,0,0,1,5,5,0
37,11.770833333333332,0.8660714285714286,1,0,0,0,8,7,1
28,0.0,0.0,1,0,0,1,6,6,1
19,0.0,0.0,0,0,0,1,6,6,0
18,11.75,0.30000000000000004,0,0,0,1,5,5,1
19,13.142857142857142,0.9285714285714286,0,1,0,1,7,7,2
32,14.355555555555554,0.8636363636363636,0,0,0,1,11,8,2
31,11.25,0.5,0,0,0,1,5,5,0
34,11.705714285714285,0.875,0,0,0,1,8,8,1
20,13.791666666666668,1.0,0,0,0,1,12,11,2
28,10.375,0.14285714285714285,0,0,0,1,7,7,0
31,12.714285714285715,1.0,0,0,0,0,6,7,1
18,12.458333333333332,0.8333333333333333,0,0,0,1,6,6,1
31,11.2,0.6666666666666667,1,0,0,0,6,6,0
19,12.7,0.9166666666666667,0,0,0,1,6,6,2
19,13.142857142857142,1.0,0,1,0,1,6,6,2
31,0.0,0.0,0,0,0,1,6,5,1
34,0.0,0.0,0,0,0,1,6,6,0
18,15.680357142857144,1.0,0,1,0,1,7,8,2
18,12.916666666666666,1.0,0,0,0,1,6,6,2
19,13.216666666666667,1.0,1,0,1,1,5,5,2
22,0.0,0.0,1,1,1,1,4,4,0
32,11.45,0.7222222222222222,0,0,1,1,10,9,2
61,0.0,0.0,0,0,1,1,5,5,0
30,11.3,1.0,0,0,1,0,5,5,2
45,0.0,0.0,1,0,1,0,5,5,0
20,13.119047619047619,1.0,0,0,1,1,6,6,2
19,0.0,0.0,0,0,0,1,7,8,0
26,11.625,0.38181818181818183,0,0,1,1,10,11,0
19,12.166666666666668,0.4,0,0,1,1,5,5,0
19,11.833333333333332,1.0,0,1,1,1,6,6,2
19,12.75,0.9166666666666667,0,0,1,1,6,6,2
19,12.933333333333334,1.0,0,1,1,1,5,5,2
19,0.0,0.0,1,0,1,1,5,4,0
28,11.583333333333332,0.5,1,0,1,1,5,5,0
24,13.554761904761905,1.0,0,0,1,1,15,14,2
18,13.433333333333334,0.8,0,0,1,1,5,5,2
18,12.083333333333332,0.4,0,0,1,1,5,5,1
18,10.933333333333334,0.9166666666666667,0,1,1,1,6,6,2
21,12.9,0.8333333333333334,0,0,1,1,6,6,2
28,0.0,0.0,1,0,1,0,5,5,0
58,0.0,0.0,0,0,1,1,6,6,0
49,0.0,0.0,1,0,1,0,5,5,0
24,10.583333333333332,0.5,0,0,1,1,5,5,1
25,14.25,0.8,0,0,1,1,5,5,2
33,5.0,0.1,0,0,1,1,5,5,0
33,0.0,0.0,1,0,1,1,5,5,0
40,15.75,0.75,0,0,1,1,2,4,2
48,11.705357142857142,1.0,0,0,1,0,5,5,2
18,11.166666666666668,0.6,1,0,1,1,5,5,1
24,12.666666666666666,0.8571428571428571,0,0,1,1,7,7,2
23,12.525,0.9,0,1,1,1,5,5,2
39,12.633333333333333,1.0,1,0,1,0,5,5,0
21,12.075,0.8535353535353536,0,0,1,1,11,9,2
34,10.875,0.5333333333333333,0,0,1,1,6,5,0
41,11.2,0.9,0,1,1,0,5,5,1
18,12.25,1.0,0,0,1,1,6,6,2
34,11.291666666666668,0.8,0,0,1,0,5,5,1
19,13.0,0.30000000000000004,0,0,1,1,5,5,0
19,13.714285714285714,0.875,0,0,1,1,8,8,2
28,15.3375,1.0,0,0,1,1,6,6,2
18,5.4,0.4166666666666667,0,0,1,1,6,6,0
19,11.0,0.41666666666666663,0,0,1,1,6,6,0
19,13.0,0.5833333333333334,1,0,1,1,6,6,0
18,15.527922077922078,1.0,0,0,0,1,7,8,2
18,13.4,0.9166666666666667,0,0,0,1,6,6,2
18,11.214285714285715,1.0,0,0,0,1,6,6,0
19,13.833333333333332,1.0,0,0,0,1,6,6,2
31,13.55,0.8333333333333334,0,0,0,1,6,6,2
33,14.25,1.0,0,1,0,0,6,6,2
20,14.005,0.7857142857142857,0,1,0,1,7,7,1
22,12.15,0.5833333333333334,0,0,0,1,6,6,1
19,13.033333333333333,0.9166666666666667,0,0,0,1,6,6,2
18,12.75,1.0,0,0,0,1,6,6,0
18,0.0,0.0,0,0,0,1,6,6,0
18,0.0,0.0,1,0,0,1,6,6,0
18,0.0,0.0,0,0,0,1,0,0,2
19,11.1,0.8,0,1,0,1,5,5,2
18,16.964285714285715,1.0,0,0,0,1,6,6,0
18,12.833333333333332,0.8,0,0,0,1,5,5,2
18,15.228571428571428,0.875,0,1,0,1,8,8,2
