Age at enrollment,avg_grade,avg_success_rate,financial_issue,Scholarship holder,Gender,Daytime/evening attendance,Curricular units 1st sem (enrolled),Curricular units 2nd sem (enrolled)
19,12.166666666666666,0.8333333333333334,0,1,0,1,6,6
18,10.666666666666668,0.6666666666666667,0,0,1,1,6,6
36,15.892857142857142,1.0,0,0,1,1,6,6
20,14.641666666666666,0.9166666666666667,0,0,0,1,12,12
29,11.727777777777778,0.9045454545454545,0,0,0,1,10,11
18,12.90857142857143,0.875,0,1,0,1,8,8
18,11.9,0.75,0,0,1,1,6,6
19,12.166666666666666,0.75,0,0,1,1,6,6
26,10.5,0.2,1,0,1,1,5,5
20,11.116666666666667,0.9166666666666667,0,0,1,1,6,6
24,11.666666666666668,0.75,1,0,1,1,6,6
20,11.416666666666668,0.41666666666666663,0,0,0,1,6,6
31,11.5,0.2,0,0,1,1,5,5
20,14.136607142857141,1.0,0,0,1,1,7,8
34,6.75,0.3333333333333333,1,0,0,1,6,6
20,12.375,0.7,1,0,1,1,5,5
18,11.083333333333332,1.0,0,0,0,1,6,6
33,0.0,0.0,0,0,1,0,5,5
25,0.0,0.0,1,0,0,1,5,5
18,13.381428571428572,0.875,0,1,0,1,8,8
21,11.767857142857142,0.6388888888888888,0,0,1,1,9,8
32,11.571428571428571,0.75,0,1,0,0,10,10
29,11.075,0.75,0,1,0,0,6,6
18,12.766666666666666,0.8571428571428571,0,0,0,1,7,7
18,12.2,0.8333333333333334,1,0,0,1,6,6
21,13.105,1.0,0,1,0,1,8,8
18,13.116666666666667,0.8571428571428571,0,0,0,1,7,7
18,13.35,1.0,0,1,1,1,7,8
19,12.233333333333334,0.9166666666666667,1,0,1,1,6,6
18,12.416666666666668,1.0,0,0,0,1,6,6
22,11.541666666666668,0.6764705882352942,1,0,0,1,17,17
18,11.125,0.8,0,0,0,1,5,5
20,10.666666666666668,0.3333333333333333,0,0,1,1,6,6
18,12.514285714285714,0.9166666666666667,0,0,0,1,6,6
29,6.5,0.1,1,0,0,1,5,5
19,13.67,0.125,0,0,0,1,8,8
19,12.833333333333332,1.0,0,1,0,1,6,6
18,11.833333333333334,0.41666666666666663,0,0,0,1,6,6
19,13.5,1.0,0,1,0,1,5,5
30,14.079365079365079,0.9090909090909092,0,0,0,0,11,7
18,14.654761904761905,1.0,0,1,0,1,6,6
19,12.983333333333334,1.0,0,1,0,1,5,5
18,11.25,0.8333333333333333,0,1,0,1,6,6
29,0.0,0.0,0,0,0,1,7,6
21,13.932692307692308,1.0,0,0,0,1,13,12
28,16.79388888888889,1.0,0,0,0,1,7,8
19,5.833333333333333,0.14285714285714285,1,0,0,1,7,7
28,12.168831168831169,0.8595238095238096,0,0,0,1,15,14
21,11.6,0.8333333333333334,0,1,0,1,6,6
29,11.325,0.5,0,0,0,1,8,8
18,11.166666666666668,0.5833333333333333,1,0,0,1,6,6
19,0.0,0.0,1,0,0,1,6,6
22,0.0,0.0,0,0,1,1,6,6
22,13.483333333333334,0.6696428571428572,0,1,1,1,7,8
41,12.321428571428571,1.0,0,0,1,0,10,7
18,0.0,0.0,0,0,0,1,0,0
19,15.433333333333332,0.8571428571428571,0,1,0,1,7,7
20,0.0,0.0,1,0,0,1,0,0
49,12.0,1.0,0,0,1,0,5,5
18,0.0,0.0,0,0,0,1,0,0
27,10.958333333333332,0.8333333333333333,0,0,1,1,6,6
24,11.392857142857142,0.9,0,0,1,0,5,5
34,12.5,0.2857142857142857,1,0,0,0,7,7
19,13.183333333333334,1.0,0,0,0,1,6,6
43,12.508928571428571,0.9166666666666667,0,0,1,1,6,6
19,12.766666666666666,0.9166666666666667,0,0,1,1,6,6
19,12.1,0.8333333333333334,0,1,0,1,6,6
25,0.0,0.0,0,0,1,0,5,5
29,0.0,0.0,0,0,1,1,3,5
18,12.619047619047619,1.0,0,0,0,1,6,6
18,10.725,0.75,0,1,0,1,6,6
22,0.0,0.0,0,0,1,1,0,0
21,13.475,0.6777777777777778,1,0,0,1,10,9
20,12.833333333333332,0.6666666666666666,0,0,0,1,6,6
18,13.083333333333334,1.0,0,0,0,1,6,6
20,13.452380952380953,1.0,0,0,0,1,6,6
21,0.0,0.0,1,0,0,1,0,0
24,12.55,0.7857142857142857,0,0,0,1,10,7
35,0.0,0.0,0,0,1,0,5,5
37,12.514285714285714,0.85,0,0,0,0,10,10
18,15.5,0.8333333333333333,0,1,1,1,6,6
19,13.0,0.9166666666666667,1,1,0,1,6,6
26,11.625,0.38181818181818183,0,0,1,1,10,11
21,12.075,0.8535353535353536,0,0,1,1,11,9
19,13.5625,1.0,0,1,0,1,6,6
18,13.200854700854702,0.8153409090909092,0,0,0,0,16,11
22,12.783333333333333,0.8333333333333334,0,0,0,1,6,6
45,0.0,0.0,1,0,1,1,5,5
23,13.825,0.9,0,0,1,1,5,5
18,12.416666666666668,0.9166666666666667,0,0,0,1,6,6
18,12.458333333333332,0.8333333333333333,0,0,0,1,6,6
31,11.575,0.75,0,0,0,1,6,6
31,0.0,0.0,1,0,1,0,5,5
20,14.133928571428571,0.9285714285714286,0,1,1,1,7,6
20,12.03188888888889,1.0,1,1,0,1,7,8
20,0.0,0.0,0,0,0,1,6,6
20,13.571428571428573,1.0,0,0,0,1,7,7
26,12.0,0.8571428571428571,0,0,0,1,7,7
47,0.0,0.0,0,0,1,1,6,6
20,12.758928571428571,1.0,0,0,0,1,6,6
20,14.2,1.0,1,1,0,1,5,5
20,12.7,0.75,1,0,1,1,6,6
18,14.25,1.0,0,0,0,1,8,8
26,0.0,0.0,1,0,1,1,5,5
18,5.0,0.2,0,0,0,1,5,1
30,14.20625,0.5625,0,1,0,1,7,8
19,12.471428571428572,0.875,0,1,0,1,8,8
19,11.075,0.75,0,0,0,1,6,6
18,14.50125,1.0,0,1,0,1,8,8
20,14.0,1.0,0,1,0,1,6,6
18,15.3125,1.0,0,0,0,1,6,6
18,12.25,0.8333333333333333,0,0,0,1,6,6
26,14.964285714285715,0.9166666666666667,1,0,0,1,6,6
20,13.488095238095237,1.0,0,1,0,1,6,6
20,13.817142857142857,0.875,0,1,0,1,8,8
22,0.0,0.0,0,0,1,1,0,0
23,12.831041666666668,0.9285714285714286,0,1,0,1,7,8
29,12.377777777777776,0.746031746031746,1,0,0,1,9,7
51,0.0,0.0,1,0,1,1,4,4
20,10.7,1.0,0,0,1,1,5,5
18,12.61,0.875,0,1,0,1,8,8
19,11.476190476190476,0.6,1,1,0,1,5,5
19,10.833333333333332,0.41666666666666663,1,0,1,1,6,6
18,13.095238095238095,1.0,0,0,0,1,6,6
45,12.666666666666668,0.9166666666666667,0,0,0,0,6,6
21,14.416666666666668,0.75,0,1,0,1,6,6
19,13.314285714285717,0.875,0,1,0,1,8,8
25,14.25,0.41666666666666663,1,0,1,1,6,6
30,12.0,0.42857142857142855,1,0,0,1,7,7
19,10.333333333333334,0.5,0,0,0,1,6,6
24,0.0,0.0,1,0,1,1,5,5
19,12.745833333333334,0.7142857142857142,0,0,0,1,7,7
20,12.675,0.8015873015873016,0,0,1,1,7,9
20,10.5,0.6,0,0,0,1,5,5
19,12.333333333333334,1.0,0,0,1,1,6,6
34,0.0,0.0,1,0,1,1,6,6
22,13.333333333333332,1.0,0,0,0,1,6,6
22,14.026785714285715,1.0,0,1,1,1,6,6
20,11.575,0.9,0,1,1,1,5,5
19,13.512857142857142,0.875,0,1,0,1,8,8
24,0.0,0.0,0,0,0,0,5,5
18,12.1,0.9,1,1,1,1,5,5
19,12.627380952380953,0.8660714285714286,0,1,0,1,7,8
45,11.25,0.5,0,0,1,0,8,8
20,12.458333333333332,0.8333333333333333,0,1,1,1,6,6
39,11.2,0.6666666666666667,0,0,1,0,6,6
38,14.466666666666667,1.0,0,0,1,0,5,5
24,11.75,0.44999999999999996,0,0,0,0,10,10
23,5.5,0.3333333333333333,0,0,0,0,6,6
31,14.8625,1.0,0,0,1,1,6,6
18,14.833333333333334,1.0,1,1,0,1,6,6
19,12.599999999999998,0.875,0,1,0,1,8,8
18,0.0,0.0,0,0,0,1,0,0
35,6.333333333333333,0.25,0,0,0,1,6,6
20,11.125,0.75,0,1,0,1,6,6
23,0.0,0.0,1,0,1,1,6,6
24,12.05,0.6666666666666666,0,0,0,1,6,6
28,11.863636363636363,1.0,1,0,0,1,11,8
18,0.0,0.0,0,0,0,1,8,8
32,11.041666666666668,0.8,0,0,1,0,5,5
21,11.318181818181818,0.9230769230769231,1,0,0,1,13,11
30,16.547619047619047,1.0,1,0,0,1,6,6
20,13.479166666666668,0.9166666666666667,0,0,0,1,6,8
18,13.166666666666668,1.0,0,0,1,1,5,5
26,0.0,0.0,1,0,1,1,6,6
19,13.75,1.0,0,1,0,1,6,6
19,11.625,0.8333333333333333,0,0,1,1,6,6
52,10.694871794871796,0.9666666666666667,0,0,0,1,15,12
18,13.9,0.875,0,0,0,1,8,8
19,10.0,0.30000000000000004,1,0,0,1,5,5
26,13.916666666666668,0.9166666666666667,0,1,0,1,6,6
20,16.0,1.0,0,0,0,1,5,5
29,0.0,0.0,0,0,1,1,5,5
21,11.333333333333332,0.5,0,0,0,1,6,6
26,5.875,0.3333333333333333,0,0,0,1,6,6
20,5.25,0.2,0,0,1,1,5,5
20,11.916666666666668,1.0,0,1,0,1,6,6
20,12.833333333333334,1.0,0,0,0,1,6,6
20,13.066666666666666,0.9166666666666667,0,0,0,1,6,6
19,13.133333333333333,0.8333333333333334,0,0,1,1,6,6
18,12.914285714285713,0.875,0,0,0,1,8,8
23,11.0,0.30000000000000004,0,0,0,1,5,5
19,0.0,0.0,0,1,1,1,0,0
32,11.2,0.7777777777777778,1,0,1,0,9,4
21,12.666666666666668,0.3333333333333333,1,1,0,1,6,6
19,0.0,0.0,1,0,0,1,6,6
26,5.0,0.08333333333333333,0,0,1,1,6,6
19,12.283333333333333,0.8333333333333333,0,1,0,1,6,6
19,12.125,1.0,0,1,0,1,6,6
18,11.119047619047619,0.75,0,0,0,1,6,6
31,11.678571428571429,0.9285714285714286,0,0,0,0,14,14
19,14.899999999999999,1.0,0,0,1,1,5,5
21,12.25,1.0,0,1,0,1,6,6
31,0.0,0.0,1,0,0,0,5,5
39,10.675,0.9,1,1,0,1,5,5
27,11.122222222222224,0.6772727272727272,0,0,0,0,10,11
18,11.833333333333332,0.8333333333333333,1,0,0,1,6,6
21,0.0,0.0,0,0,1,1,0,0
18,13.053571428571429,0.9,0,1,0,1,5,5
20,12.25,0.4,1,1,0,1,5,5
18,14.98984126984127,1.0,0,1,0,1,7,8
41,0.0,0.0,0,0,0,1,7,8
18,14.238095238095237,1.0,0,1,0,1,6,6
19,11.458333333333332,0.5833333333333333,1,0,0,1,6,6
47,6.071428571428571,0.5,0,0,1,0,6,6
43,11.916666666666668,1.0,0,1,0,0,6,6
26,13.416666666666668,1.0,0,0,0,0,5,5
25,0.0,0.0,1,0,1,1,0,0
18,12.25,0.9,0,0,1,1,5,5
28,13.330357142857142,0.8594771241830066,0,0,0,1,18,17
19,12.192307692307692,0.5,0,0,0,1,14,14
22,12.733333333333334,0.8571428571428571,0,0,1,1,7,7
19,12.666666666666666,0.8571428571428571,0,0,0,1,7,7
18,12.55952380952381,1.0,0,1,0,1,6,6
21,0.0,0.0,0,0,1,1,5,5
49,12.466666666666667,0.8,0,0,1,0,5,5
39,12.1,1.0,0,0,0,0,5,5
34,0.0,0.0,0,0,0,1,0,0
23,0.0,0.0,1,0,1,1,5,5
18,14.066666666666668,0.8571428571428571,0,1,0,1,7,7
21,12.7,1.0,0,0,0,1,5,5
43,11.583333333333332,0.7,0,0,0,0,5,5
20,11.583333333333332,0.5833333333333333,0,0,1,1,6,6
19,11.178571428571429,0.5,0,0,0,1,5,5
19,15.325,1.0,0,1,0,1,7,8
18,13.035714285714285,1.0,1,0,1,1,5,5
20,11.5,0.6,1,0,1,1,5,5
18,13.5,1.0,0,0,0,1,6,6
20,5.0,0.1,0,0,0,1,5,5
29,0.0,0.0,1,0,0,1,4,5
24,12.5,0.5,0,0,0,1,6,6
19,15.11,0.875,0,0,0,1,8,8
19,14.053571428571429,1.0,0,0,1,1,6,6
20,13.942857142857143,1.0,0,0,0,1,7,8
19,12.125,1.0,0,0,1,1,5,5
33,0.0,0.0,1,1,1,1,0,0
18,14.0,0.875,0,1,0,1,8,8
43,11.125,0.5,1,0,1,1,6,6
20,12.0,1.0,0,0,1,1,6,6
19,12.100000000000001,0.9,0,0,1,1,5,5
19,12.0,0.8333333333333334,0,0,0,1,6,6
19,11.813839285714284,0.9444444444444444,0,0,1,1,7,9
18,0.0,0.0,0,0,0,1,0,0
47,0.0,0.0,0,0,0,1,6,5
20,12.829464285714286,0.9375,0,0,0,1,7,8
27,0.0,0.0,0,0,1,1,6,6
22,11.5,0.5,0,0,0,1,5,5
19,12.354166666666668,1.0,0,1,0,1,5,5
21,11.45,0.9,0,0,0,0,5,5
18,11.875,0.5,0,0,0,1,6,6
22,12.25,0.5833333333333334,0,0,1,1,6,6
26,12.517857142857142,0.9375,0,0,0,0,8,7
36,0.0,0.0,0,0,0,1,7,7
21,13.54375,0.9285714285714286,0,0,0,1,7,8
19,11.75,0.6666666666666666,0,0,0,1,6,6
31,13.51111111111111,1.0,0,0,1,0,9,5
37,0.0,0.0,0,0,1,0,6,5
47,13.984126984126984,1.0,0,0,1,1,9,7
26,0.0,0.0,0,0,0,1,7,8
38,12.533333333333333,0.9166666666666667,0,1,0,0,6,6
19,13.5,1.0,0,1,0,1,6,6
32,0.0,0.0,0,0,0,1,7,8
18,11.98,0.7142857142857143,0,1,0,1,7,7
19,12.366666666666667,0.9166666666666667,0,1,0,1,6,6
24,0.0,0.0,0,0,0,1,7,7
19,10.757142857142856,0.9166666666666667,0,1,0,1,6,6
20,10.833333333333332,0.5833333333333333,1,0,1,1,6,6
27,11.5,0.4,0,0,1,1,5,5
21,14.100000000000001,1.0,0,0,0,1,5,5
42,14.327272727272728,0.9128787878787878,0,0,1,0,12,11
18,12.8,1.0,0,0,0,1,5,5
19,0.0,0.0,0,0,0,1,5,6
47,0.0,0.0,1,0,1,0,5,5
19,12.419642857142858,1.0,0,1,0,1,6,6
18,12.833333333333332,1.0,0,0,0,1,6,6
18,0.0,0.0,0,0,0,1,0,0
20,12.916666666666668,0.3333333333333333,1,0,1,1,9,6
25,0.0,0.0,0,0,0,1,5,5
37,11.833333333333332,0.5714285714285714,1,0,1,1,7,7
45,0.0,0.0,1,0,1,1,6,6
19,12.75,1.0,0,1,0,1,6,6
19,14.1,0.875,0,0,0,1,8,8
23,11.3,0.6666666666666667,0,0,0,1,6,6
19,11.233333333333334,0.7,0,0,0,1,5,5
20,11.5,1.0,0,0,0,1,6,6
33,14.25,1.0,0,1,0,0,6,6
20,14.416666666666668,1.0,0,1,0,1,6,6
18,13.166666666666666,1.0,0,0,0,1,6,6
39,12.791666666666668,0.8333333333333333,1,1,0,0,6,6
20,11.75,1.0,0,1,1,1,6,6
19,11.1,0.8,0,1,0,1,5,5
18,16.11904761904762,1.0,0,0,0,1,6,6
20,11.096428571428572,1.0,0,1,0,1,7,8
19,13.0,1.0,0,1,0,1,6,6
23,11.11111111111111,0.875,0,0,0,0,9,8
19,14.095238095238095,1.0,0,0,0,1,6,6
19,13.916666666666666,1.0,0,1,0,1,12,11
22,14.79120879120879,0.9583333333333333,0,0,0,1,12,12
30,0.0,0.0,1,1,1,1,5,5
21,12.32857142857143,0.9166666666666667,0,0,0,0,6,6
19,11.333333333333332,0.5833333333333333,0,1,0,1,6,6
25,12.306818181818182,0.875,1,0,1,1,21,16
19,0.0,0.0,1,0,0,1,5,5
23,13.785833333333334,0.8660714285714286,0,0,0,1,7,8
34,0.0,0.0,1,0,1,1,6,6
18,13.678571428571429,1.0,0,0,0,1,6,6
23,12.03146853146853,0.7058823529411764,1,0,1,1,17,17
19,14.904761904761905,1.0,0,0,0,1,6,6
39,13.416666666666668,1.0,0,0,1,1,6,6
18,12.4,0.6666666666666667,1,0,0,1,6,6
19,14.2525,1.0,0,1,0,1,8,8
46,12.833333333333334,0.75,0,0,0,0,6,6
19,14.130952380952381,1.0,0,1,0,1,6,6
18,11.895714285714286,0.9375,0,0,1,1,7,8
18,11.044642857142858,1.0,0,0,0,1,6,6
20,13.135714285714286,0.8660714285714286,0,0,0,1,7,8
32,0.0,0.0,1,0,0,0,5,5
51,0.0,0.0,0,0,0,0,6,6
19,12.625,0.3333333333333333,0,0,1,1,6,6
19,11.025,0.9,0,0,0,1,5,5
36,0.0,0.0,0,0,1,1,7,7
18,12.677380952380952,0.8660714285714286,0,0,0,1,7,8
20,13.276785714285715,1.0,0,1,0,1,6,6
44,14.5,1.0,0,0,0,0,6,6
19,12.524305555555554,1.0,0,1,0,1,7,8
21,12.541666666666668,0.75,0,0,0,1,6,6
50,11.678571428571429,1.0,1,0,1,0,5,5
18,5.5,0.08333333333333333,1,1,0,1,6,6
33,0.0,0.0,1,0,1,1,5,5
18,11.666666666666666,1.0,0,1,0,1,6,6
19,12.037499999999998,0.8035714285714286,0,0,0,1,7,8
18,11.875,0.9,0,1,0,1,5,5
18,13.666666666666668,1.0,0,1,0,1,6,6
22,0.0,0.0,0,0,0,1,0,0
18,12.583333333333332,1.0,0,1,0,1,6,6
26,11.285714285714285,0.6666666666666666,0,0,0,0,7,6
18,0.0,0.0,0,1,0,1,0,0
20,14.020952380952384,0.8660714285714286,0,1,0,1,7,8
27,10.541666666666668,0.6,0,0,1,1,5,5
19,12.3,0.9,0,0,1,1,5,5
39,14.176282051282051,1.0,0,0,0,1,13,12
19,11.666666666666668,0.6,0,0,0,1,5,5
20,13.487142857142857,0.875,0,1,0,1,8,8
21,11.675213675213676,1.0,0,0,0,1,18,13
20,10.5,0.8,0,0,1,1,5,5
38,11.666666666666668,0.7,0,0,0,0,5,5
35,11.333333333333334,1.0,0,1,0,0,6,6
19,7.375,0.4,0,0,0,1,5,5
25,11.625,0.8,1,0,0,0,5,5
19,0.0,0.0,1,0,1,1,4,6
38,13.126,0.625,0,0,0,1,8,8
24,12.166666666666668,0.6,0,0,0,1,5,5
24,0.0,0.0,1,0,1,1,7,7
24,11.600000000000001,0.8333333333333334,0,0,0,0,6,6
39,11.0,0.3571428571428571,1,1,0,1,7,7
19,12.86,0.875,0,1,0,1,8,8
19,11.19047619047619,0.5833333333333334,1,0,0,1,6,6
23,11.838235294117645,1.0,0,0,0,1,17,17
19,13.058571428571428,0.875,0,1,0,1,8,8
20,15.5,1.0,0,0,0,1,5,5
21,10.875,0.6000000000000001,0,0,1,1,5,5
20,12.5875,0.9166666666666667,0,1,1,1,6,6
25,11.96923076923077,0.7156862745098038,0,0,1,1,17,15
35,0.0,0.0,1,0,0,0,6,6
18,6.916666666666667,0.5,0,1,0,1,6,6
19,0.0,0.0,0,0,0,1,6,6
47,14.600000000000001,1.0,0,0,0,0,5,5
22,10.0,0.30000000000000004,0,0,1,1,5,5
20,11.4,0.6666666666666666,0,0,1,1,6,6
18,14.24,0.875,0,0,0,1,8,8
21,11.7,0.5,0,0,0,1,6,6
28,0.0,0.0,1,0,0,1,5,5
20,12.633333333333333,0.8571428571428571,0,1,0,1,7,7
20,11.083333333333332,0.38095238095238093,0,0,1,1,7,6
18,12.399999999999999,1.0,0,0,1,1,5,5
26,11.833333333333332,0.6666666666666667,0,0,0,0,6,6
18,13.773809523809524,1.0,0,1,0,1,6,6
20,13.266666666666666,1.0,0,0,0,1,5,5
23,11.083333333333332,0.5,1,0,1,1,6,6
18,12.7,0.8333333333333334,0,0,0,1,6,6
26,12.147435897435898,1.0,0,0,0,1,18,13
18,13.683333333333334,0.9166666666666667,0,0,0,1,6,6
21,12.642857142857142,0.75,1,0,0,1,6,6
26,0.0,0.0,1,0,1,1,6,6
19,14.071428571428573,1.0,0,0,0,1,7,7
21,13.35,0.375,0,0,1,1,12,12
18,14.2,1.0,1,1,0,1,5,5
23,12.6,0.8333333333333334,0,0,0,1,6,6
28,5.0,0.08333333333333333,0,0,1,1,6,6
33,6.53,0.35714285714285715,0,0,1,1,7,7
49,13.297619047619047,1.0,0,0,1,0,6,6
27,0.0,0.0,0,0,1,0,5,5
24,11.446428571428571,0.7352941176470589,0,0,1,1,17,17
18,13.05,0.8571428571428571,0,1,0,1,7,7
18,12.9,1.0,1,1,0,1,5,5
18,11.100000000000001,0.8333333333333334,0,0,0,1,6,6
37,11.598484848484848,0.8869047619047619,0,0,0,0,14,12
34,0.0,0.0,1,0,1,1,6,6
37,8.0,0.07142857142857142,1,1,0,1,7,7
43,5.875,0.3333333333333333,0,0,1,1,6,6
18,13.166666666666668,1.0,0,1,0,1,6,6
22,12.8,0.8333333333333334,0,0,0,1,6,6
20,0.0,0.0,0,0,1,1,5,5
18,12.4,0.8,0,0,0,1,5,5
36,6.391666666666666,0.42857142857142855,0,0,1,1,7,8
19,11.5,0.5833333333333333,0,1,0,1,6,6
19,0.0,0.0,0,0,0,1,6,6
19,12.369285714285715,0.9375,0,1,0,1,7,8
18,11.375,0.6000000000000001,1,0,0,1,5,5
37,0.0,0.0,0,0,0,1,6,6
37,13.5625,0.9545454545454546,0,0,1,0,16,11
18,12.845833333333335,0.8035714285714286,0,1,0,1,7,8
32,12.898809523809524,0.8611111111111112,0,0,1,1,18,12
20,14.9,1.0,0,0,1,1,6,6
18,0.0,0.0,0,0,0,1,0,0
19,0.0,0.0,0,0,0,1,0,0
21,11.4,0.8333333333333334,0,0,0,1,6,6
22,14.135428571428571,0.7946428571428572,0,0,0,1,7,8
38,11.380952380952381,0.8952380952380952,0,0,0,0,15,14
18,13.25,1.0,0,0,0,1,6,6
19,13.066666666666666,0.9166666666666667,0,0,0,1,6,6
18,11.8,0.9,0,0,0,1,5,5
19,11.966666666666667,0.8,0,0,1,1,5,5
29,12.25,0.75,0,0,0,1,8,8
31,7.2,0.25,0,0,1,1,6,6
19,12.600000000000001,0.8571428571428571,0,1,0,1,7,7
18,13.0,1.0,0,1,1,1,6,6
41,11.125,0.7,0,0,1,0,5,5
20,14.119047619047619,1.0,0,1,0,1,6,6
19,12.2,1.0,0,1,0,1,5,5
19,13.083333333333334,1.0,0,0,1,1,6,6
19,12.45,0.8571428571428571,0,0,0,1,7,7
18,10.75,0.9,0,0,1,1,5,5
18,14.769821428571428,1.0,0,0,0,1,7,8
19,12.25,1.0,0,0,0,1,6,6
26,12.916666666666666,1.0,0,1,0,0,6,6
32,11.75,0.6190476190476191,0,0,1,0,6,7
18,5.333333333333333,0.25,1,0,0,0,6,6
19,10.75,0.41666666666666663,0,0,0,1,6,6
19,12.5,0.25,0,0,1,1,6,6
25,11.571428571428571,1.0,1,0,1,1,6,6
27,0.0,0.0,1,0,1,1,6,6
20,12.5,1.0,0,1,0,1,7,7
30,11.91111111111111,0.9090909090909092,0,0,0,1,11,9
20,11.775,0.9,0,0,0,1,5,5
18,13.05875,1.0,0,1,0,1,8,8
24,13.125,0.9,0,0,0,1,5,5
20,13.119047619047619,1.0,0,0,1,1,6,6
25,13.85,0.7,0,0,1,1,5,5
21,0.0,0.0,0,0,1,1,0,0
43,12.9,1.0,0,0,1,0,5,5
26,12.412337662337663,0.9761904761904762,0,0,0,1,21,14
32,5.5,0.16666666666666666,1,0,1,1,6,6
35,12.704260651629074,1.0,0,0,0,1,21,19
26,14.395833333333332,1.0,1,0,1,1,8,6
19,0.0,0.0,1,0,1,1,6,6
45,0.0,0.0,1,0,1,0,6,5
19,10.35,0.9,0,0,1,1,5,5
18,11.904761904761905,0.5833333333333333,1,0,1,1,6,6
22,13.041666666666668,0.8333333333333333,0,1,0,1,6,6
35,13.1,0.5,1,0,1,1,6,6
18,13.35,0.9166666666666667,0,0,1,1,6,6
27,13.0,0.8,0,0,0,1,5,5
21,12.602272727272728,0.8636363636363636,0,0,1,0,11,11
19,14.05952380952381,1.0,1,1,0,1,6,6
25,7.25,0.16666666666666666,1,0,1,1,6,6
19,0.0,0.0,0,0,1,1,0,0
18,13.5,1.0,0,0,0,1,5,5
21,10.869047619047619,0.6499999999999999,0,0,0,1,10,10
20,12.8875,0.9166666666666667,0,1,0,1,6,6
20,11.291666666666668,0.5833333333333333,1,1,0,1,6,6
22,12.416666666666668,0.8333333333333333,0,0,0,1,6,6
20,10.5,0.4,0,0,0,1,5,5
49,11.916666666666668,0.75,0,0,0,0,6,6
18,0.0,0.0,0,1,1,1,0,0
28,12.11111111111111,0.8181818181818182,0,0,0,1,11,11
36,13.96853146853147,0.9583333333333333,0,0,0,1,12,12
21,11.94047619047619,1.0,1,0,0,1,6,6
25,11.899999999999999,1.0,1,0,0,1,5,5
18,13.74625,1.0,0,0,1,1,8,8
18,11.9,0.8,0,0,1,1,5,5
18,14.089285714285715,1.0,0,1,0,1,7,8
36,12.1875,0.7,0,0,0,1,5,5
18,14.716666666666669,0.8571428571428571,0,0,0,1,7,7
21,11.9375,0.9166666666666667,0,0,1,1,6,6
19,0.0,0.0,0,0,1,1,0,0
32,11.75,0.6666666666666666,0,0,0,0,6,6
18,11.966666666666667,0.9166666666666667,0,0,0,1,6,6
18,0.0,0.0,0,0,0,1,0,0
25,0.0,0.0,0,0,1,1,6,6
31,10.5,0.8,0,1,0,0,5,5
19,11.475,0.9,0,0,0,1,5,5
21,13.0,1.0,0,0,1,1,6,6
19,12.4,0.9,1,1,0,1,5,5
24,0.0,0.0,0,0,1,1,6,6
20,14.375,1.0,0,0,0,1,6,6
19,13.464285714285715,1.0,0,0,0,1,6,6
19,13.0,1.0,0,0,0,1,5,5
18,13.333333333333334,1.0,0,0,0,1,6,6
20,6.0,0.08333333333333333,0,0,0,1,6,5
20,13.071428571428571,1.0,0,1,0,1,6,6
18,14.536607142857141,1.0,0,0,0,1,7,8
20,13.4,0.8333333333333334,0,1,0,1,6,6
43,13.733333333333334,1.0,0,0,1,0,5,5
30,0.0,0.0,0,0,0,1,6,6
19,14.5625,1.0,0,0,0,1,6,6
34,12.4375,0.766025641025641,0,0,0,1,12,13
26,6.0,0.25,1,0,1,1,6,6
19,5.25,0.2,0,0,1,1,5,5
20,0.0,0.0,0,0,0,0,5,5
18,13.8,0.8333333333333334,0,0,0,1,6,6
19,0.0,0.0,0,0,0,1,7,8
32,11.25,0.5833333333333333,1,0,0,1,6,6
18,12.916666666666666,1.0,0,0,1,1,6,6
19,13.021428571428569,0.7946428571428572,0,1,0,1,7,8
19,6.166666666666667,0.3,0,0,1,1,5,5
19,0.0,0.0,0,0,0,1,7,8
19,13.916666666666666,1.0,0,0,0,1,6,6
20,13.369047619047619,1.0,0,1,1,1,6,6
19,0.0,0.0,1,1,1,1,0,0
18,0.0,0.0,0,1,1,1,0,0
21,14.797619047619047,1.0,0,1,1,1,6,6
19,12.9,1.0,0,0,0,1,5,5
20,12.559999999999999,0.7857142857142857,0,1,0,1,7,7
39,0.0,0.0,0,0,1,0,2,4
22,5.25,0.2,0,0,1,1,5,5
18,13.767857142857142,1.0,0,0,0,1,6,6
19,11.314285714285713,0.9166666666666667,0,1,0,1,6,6
19,11.125,0.7,0,1,0,1,5,5
22,11.225,0.9,0,1,1,1,5,5
18,10.875,0.6666666666666666,0,0,0,1,6,6
18,5.5,0.08333333333333333,0,1,1,1,6,6
19,12.666666666666666,1.0,1,1,0,1,6,6
18,12.833333333333332,1.0,0,0,0,1,6,6
43,6.916666666666667,0.21428571428571427,0,0,0,1,7,7
19,11.833333333333332,0.8333333333333334,0,0,0,1,6,6
19,10.575,0.6666666666666666,0,1,0,1,6,6
38,10.916666666666668,0.5,0,0,1,0,5,5
39,11.291666666666668,0.8333333333333333,0,0,0,1,6,6
18,12.5,1.0,0,0,1,1,6,6
22,14.428571428571429,1.0,0,0,0,1,6,6
22,6.333333333333333,0.25,1,0,0,1,6,6
25,11.5,0.41666666666666663,0,1,0,1,6,6
18,11.866666666666667,1.0,0,0,0,1,5,5
